"Transcript","Gene"
"KXJ11116.1","KXJ11116.1"
"KXJ11104.1","KXJ11104.1"
"KXJ11103.1","KXJ11103.1"
"KXJ11094.1","KXJ11094.1"
"KXJ11106.1","KXJ11106.1"
"KXJ11109.1","KXJ11109.1"
"KXJ11112.1","KXJ11112.1"
"KXJ11102.1","KXJ11102.1"
"KXJ11114.1","KXJ11114.1"
"KXJ11100.1","KXJ11100.1"
"KXJ11091.1","KXJ11091.1"
"KXJ11124.1","KXJ11124.1"
"KXJ11111.1","KXJ11111.1"
"KXJ11113.1","KXJ11113.1"
"KXJ11123.1","KXJ11123.1"
"KXJ11099.1","KXJ11099.1"
"KXJ11089.1","KXJ11089.1"
"KXJ11098.1","KXJ11098.1"
"KXJ11095.1","KXJ11095.1"
"KXJ11096.1","KXJ11096.1"
"KXJ11105.1","KXJ11105.1"
"KXJ11075.1","KXJ11075.1"
"KXJ11086.1","KXJ11086.1"
"KXJ11079.1","KXJ11079.1"
"KXJ11078.1","KXJ11078.1"
"KXJ11076.1","KXJ11076.1"
"KXJ11085.1","KXJ11085.1"
"KXJ11087.1","KXJ11087.1"
"KXJ11080.1","KXJ11080.1"
"KXJ11073.1","KXJ11073.1"
"KXJ11077.1","KXJ11077.1"
"KXJ11083.1","KXJ11083.1"
"KXJ11074.1","KXJ11074.1"
"KXJ11084.1","KXJ11084.1"
"KXJ11082.1","KXJ11082.1"
"KXJ11072.1","KXJ11072.1"
"KXJ11081.1","KXJ11081.1"
"KXJ11059.1","KXJ11059.1"
"KXJ11067.1","KXJ11067.1"
"KXJ11053.1","KXJ11053.1"
"KXJ11068.1","KXJ11068.1"
"KXJ11061.1","KXJ11061.1"
"KXJ11056.1","KXJ11056.1"
"KXJ11057.1","KXJ11057.1"
"KXJ11064.1","KXJ11064.1"
"KXJ11058.1","KXJ11058.1"
"KXJ11071.1","KXJ11071.1"
"KXJ11069.1","KXJ11069.1"
"KXJ11062.1","KXJ11062.1"
"KXJ11065.1","KXJ11065.1"
"KXJ11054.1","KXJ11054.1"
"KXJ11055.1","KXJ11055.1"
"KXJ11060.1","KXJ11060.1"
"KXJ11066.1","KXJ11066.1"
"KXJ11063.1","KXJ11063.1"
"KXJ11070.1","KXJ11070.1"
"KXJ11052.1","KXJ11052.1"
"KXJ11040.1","KXJ11040.1"
"KXJ11035.1","KXJ11035.1"
"KXJ11047.1","KXJ11047.1"
"KXJ11043.1","KXJ11043.1"
"KXJ11038.1","KXJ11038.1"
"KXJ11048.1","KXJ11048.1"
"KXJ11042.1","KXJ11042.1"
"KXJ11041.1","KXJ11041.1"
"KXJ11036.1","KXJ11036.1"
"KXJ11031.1","KXJ11031.1"
"KXJ11039.1","KXJ11039.1"
"KXJ11044.1","KXJ11044.1"
"KXJ11034.1","KXJ11034.1"
"KXJ11049.1","KXJ11049.1"
"KXJ11046.1","KXJ11046.1"
"KXJ11050.1","KXJ11050.1"
"KXJ11045.1","KXJ11045.1"
"KXJ11051.1","KXJ11051.1"
"KXJ11037.1","KXJ11037.1"
"KXJ11032.1","KXJ11032.1"
"KXJ11033.1","KXJ11033.1"
"KXJ11015.1","KXJ11015.1"
"KXJ11030.1","KXJ11030.1"
"KXJ11013.1","KXJ11013.1"
"KXJ11021.1","KXJ11021.1"
"KXJ11025.1","KXJ11025.1"
"KXJ11024.1","KXJ11024.1"
"KXJ11027.1","KXJ11027.1"
"KXJ11023.1","KXJ11023.1"
"KXJ11014.1","KXJ11014.1"
"KXJ11019.1","KXJ11019.1"
"KXJ11029.1","KXJ11029.1"
"KXJ11018.1","KXJ11018.1"
"KXJ11026.1","KXJ11026.1"
"KXJ11028.1","KXJ11028.1"
"KXJ11022.1","KXJ11022.1"
"KXJ11016.1","KXJ11016.1"
"KXJ11020.1","KXJ11020.1"
"KXJ11017.1","KXJ11017.1"
"KXJ11009.1","KXJ11009.1"
"KXJ10994.1","KXJ10994.1"
"KXJ11011.1","KXJ11011.1"
"KXJ10999.1","KXJ10999.1"
"KXJ10992.1","KXJ10992.1"
"KXJ10997.1","KXJ10997.1"
"KXJ10998.1","KXJ10998.1"
"KXJ11003.1","KXJ11003.1"
"KXJ11006.1","KXJ11006.1"
"KXJ11000.1","KXJ11000.1"
"KXJ11007.1","KXJ11007.1"
"KXJ11005.1","KXJ11005.1"
"KXJ10995.1","KXJ10995.1"
"KXJ11012.1","KXJ11012.1"
"KXJ11008.1","KXJ11008.1"
"KXJ11004.1","KXJ11004.1"
"KXJ11001.1","KXJ11001.1"
"KXJ11002.1","KXJ11002.1"
"KXJ10993.1","KXJ10993.1"
"KXJ10996.1","KXJ10996.1"
"KXJ10991.1","KXJ10991.1"
"KXJ11010.1","KXJ11010.1"
"KXJ10982.1","KXJ10982.1"
"KXJ10973.1","KXJ10973.1"
"KXJ10985.1","KXJ10985.1"
"KXJ10977.1","KXJ10977.1"
"KXJ10990.1","KXJ10990.1"
"KXJ10975.1","KXJ10975.1"
"KXJ10978.1","KXJ10978.1"
"KXJ10980.1","KXJ10980.1"
"KXJ10983.1","KXJ10983.1"
"KXJ10971.1","KXJ10971.1"
"KXJ10989.1","KXJ10989.1"
"KXJ10976.1","KXJ10976.1"
"KXJ10974.1","KXJ10974.1"
"KXJ10986.1","KXJ10986.1"
"KXJ10979.1","KXJ10979.1"
"KXJ10987.1","KXJ10987.1"
"KXJ10968.1","KXJ10968.1"
"KXJ10988.1","KXJ10988.1"
"KXJ10969.1","KXJ10969.1"
"KXJ10972.1","KXJ10972.1"
"KXJ10984.1","KXJ10984.1"
"KXJ10981.1","KXJ10981.1"
"KXJ10970.1","KXJ10970.1"
"KXJ10956.1","KXJ10956.1"
"KXJ10954.1","KXJ10954.1"
"KXJ10950.1","KXJ10950.1"
"KXJ10962.1","KXJ10962.1"
"KXJ10952.1","KXJ10952.1"
"KXJ10963.1","KXJ10963.1"
"KXJ10947.1","KXJ10947.1"
"KXJ10955.1","KXJ10955.1"
"KXJ10964.1","KXJ10964.1"
"KXJ10951.1","KXJ10951.1"
"KXJ10959.1","KXJ10959.1"
"KXJ10953.1","KXJ10953.1"
"KXJ10948.1","KXJ10948.1"
"KXJ10965.1","KXJ10965.1"
"KXJ10967.1","KXJ10967.1"
"KXJ10966.1","KXJ10966.1"
"KXJ10949.1","KXJ10949.1"
"KXJ10957.1","KXJ10957.1"
"KXJ10961.1","KXJ10961.1"
"KXJ10960.1","KXJ10960.1"
"KXJ10958.1","KXJ10958.1"
"KXJ10938.1","KXJ10938.1"
"KXJ10936.1","KXJ10936.1"
"KXJ10937.1","KXJ10937.1"
"KXJ10923.1","KXJ10923.1"
"KXJ10930.1","KXJ10930.1"
"KXJ10934.1","KXJ10934.1"
"KXJ10945.1","KXJ10945.1"
"KXJ10929.1","KXJ10929.1"
"KXJ10919.1","KXJ10919.1"
"KXJ10939.1","KXJ10939.1"
"KXJ10926.1","KXJ10926.1"
"KXJ10932.1","KXJ10932.1"
"KXJ10922.1","KXJ10922.1"
"KXJ10921.1","KXJ10921.1"
"KXJ10927.1","KXJ10927.1"
"KXJ10944.1","KXJ10944.1"
"KXJ10933.1","KXJ10933.1"
"KXJ10924.1","KXJ10924.1"
"KXJ10940.1","KXJ10940.1"
"KXJ10935.1","KXJ10935.1"
"KXJ10941.1","KXJ10941.1"
"KXJ10943.1","KXJ10943.1"
"KXJ10925.1","KXJ10925.1"
"KXJ10928.1","KXJ10928.1"
"KXJ10931.1","KXJ10931.1"
"KXJ10946.1","KXJ10946.1"
"KXJ10942.1","KXJ10942.1"
"KXJ10920.1","KXJ10920.1"
"KXJ10903.1","KXJ10903.1"
"KXJ10904.1","KXJ10904.1"
"KXJ10918.1","KXJ10918.1"
"KXJ10908.1","KXJ10908.1"
"KXJ10916.1","KXJ10916.1"
"KXJ10913.1","KXJ10913.1"
"KXJ10914.1","KXJ10914.1"
"KXJ10915.1","KXJ10915.1"
"KXJ10911.1","KXJ10911.1"
"KXJ10917.1","KXJ10917.1"
"KXJ10905.1","KXJ10905.1"
"KXJ10912.1","KXJ10912.1"
"KXJ10909.1","KXJ10909.1"
"KXJ10906.1","KXJ10906.1"
"KXJ10907.1","KXJ10907.1"
"KXJ10910.1","KXJ10910.1"
"KXJ10895.1","KXJ10895.1"
"KXJ10900.1","KXJ10900.1"
"KXJ10901.1","KXJ10901.1"
"KXJ10894.1","KXJ10894.1"
"KXJ10892.1","KXJ10892.1"
"KXJ10898.1","KXJ10898.1"
"KXJ10897.1","KXJ10897.1"
"KXJ10902.1","KXJ10902.1"
"KXJ10893.1","KXJ10893.1"
"KXJ10896.1","KXJ10896.1"
"KXJ10899.1","KXJ10899.1"
"KXJ10891.1","KXJ10891.1"
"KXJ10882.1","KXJ10882.1"
"KXJ10885.1","KXJ10885.1"
"KXJ10879.1","KXJ10879.1"
"KXJ10887.1","KXJ10887.1"
"KXJ10886.1","KXJ10886.1"
"KXJ10888.1","KXJ10888.1"
"KXJ10883.1","KXJ10883.1"
"KXJ10890.1","KXJ10890.1"
"KXJ10880.1","KXJ10880.1"
"KXJ10884.1","KXJ10884.1"
"KXJ10881.1","KXJ10881.1"
"KXJ10889.1","KXJ10889.1"
"KXJ10861.1","KXJ10861.1"
"KXJ10875.1","KXJ10875.1"
"KXJ10868.1","KXJ10868.1"
"KXJ10873.1","KXJ10873.1"
"KXJ10866.1","KXJ10866.1"
"KXJ10877.1","KXJ10877.1"
"KXJ10864.1","KXJ10864.1"
"KXJ10874.1","KXJ10874.1"
"KXJ10863.1","KXJ10863.1"
"KXJ10860.1","KXJ10860.1"
"KXJ10878.1","KXJ10878.1"
"KXJ10862.1","KXJ10862.1"
"KXJ10871.1","KXJ10871.1"
"KXJ10865.1","KXJ10865.1"
"KXJ10867.1","KXJ10867.1"
"KXJ10869.1","KXJ10869.1"
"KXJ10876.1","KXJ10876.1"
"KXJ10872.1","KXJ10872.1"
"KXJ10870.1","KXJ10870.1"
"KXJ10858.1","KXJ10858.1"
"KXJ10844.1","KXJ10844.1"
"KXJ10852.1","KXJ10852.1"
"KXJ10832.1","KXJ10832.1"
"KXJ10824.1","KXJ10824.1"
"KXJ10822.1","KXJ10822.1"
"KXJ10845.1","KXJ10845.1"
"KXJ10831.1","KXJ10831.1"
"KXJ10850.1","KXJ10850.1"
"KXJ10825.1","KXJ10825.1"
"KXJ10848.1","KXJ10848.1"
"KXJ10821.1","KXJ10821.1"
"KXJ10857.1","KXJ10857.1"
"KXJ10835.1","KXJ10835.1"
"KXJ10851.1","KXJ10851.1"
"KXJ10843.1","KXJ10843.1"
"KXJ10836.1","KXJ10836.1"
"KXJ10854.1","KXJ10854.1"
"KXJ10846.1","KXJ10846.1"
"KXJ10840.1","KXJ10840.1"
"KXJ10823.1","KXJ10823.1"
"KXJ10827.1","KXJ10827.1"
"KXJ10838.1","KXJ10838.1"
"KXJ10826.1","KXJ10826.1"
"KXJ10834.1","KXJ10834.1"
"KXJ10839.1","KXJ10839.1"
"KXJ10859.1","KXJ10859.1"
"KXJ10855.1","KXJ10855.1"
"KXJ10853.1","KXJ10853.1"
"KXJ10856.1","KXJ10856.1"
"KXJ10842.1","KXJ10842.1"
"KXJ10847.1","KXJ10847.1"
"KXJ10841.1","KXJ10841.1"
"KXJ10849.1","KXJ10849.1"
"KXJ10828.1","KXJ10828.1"
"KXJ10830.1","KXJ10830.1"
"KXJ10837.1","KXJ10837.1"
"KXJ10820.1","KXJ10820.1"
"KXJ10833.1","KXJ10833.1"
"KXJ10829.1","KXJ10829.1"
"KXJ10801.1","KXJ10801.1"
"KXJ10803.1","KXJ10803.1"
"KXJ10798.1","KXJ10798.1"
"KXJ10808.1","KXJ10808.1"
"KXJ10809.1","KXJ10809.1"
"KXJ10805.1","KXJ10805.1"
"KXJ10812.1","KXJ10812.1"
"KXJ10800.1","KXJ10800.1"
"KXJ10818.1","KXJ10818.1"
"KXJ10804.1","KXJ10804.1"
"KXJ10814.1","KXJ10814.1"
"KXJ10813.1","KXJ10813.1"
"KXJ10806.1","KXJ10806.1"
"KXJ10807.1","KXJ10807.1"
"KXJ10819.1","KXJ10819.1"
"KXJ10817.1","KXJ10817.1"
"KXJ10816.1","KXJ10816.1"
"KXJ10810.1","KXJ10810.1"
"KXJ10815.1","KXJ10815.1"
"KXJ10811.1","KXJ10811.1"
"KXJ10802.1","KXJ10802.1"
"KXJ10799.1","KXJ10799.1"
"KXJ10797.1","KXJ10797.1"
"KXJ10780.1","KXJ10780.1"
"KXJ10792.1","KXJ10792.1"
"KXJ10793.1","KXJ10793.1"
"KXJ10794.1","KXJ10794.1"
"KXJ10777.1","KXJ10777.1"
"KXJ10781.1","KXJ10781.1"
"KXJ10778.1","KXJ10778.1"
"KXJ10786.1","KXJ10786.1"
"KXJ10782.1","KXJ10782.1"
"KXJ10784.1","KXJ10784.1"
"KXJ10795.1","KXJ10795.1"
"KXJ10789.1","KXJ10789.1"
"KXJ10796.1","KXJ10796.1"
"KXJ10785.1","KXJ10785.1"
"KXJ10783.1","KXJ10783.1"
"KXJ10779.1","KXJ10779.1"
"KXJ10791.1","KXJ10791.1"
"KXJ10790.1","KXJ10790.1"
"KXJ10787.1","KXJ10787.1"
"KXJ10788.1","KXJ10788.1"
"KXJ10765.1","KXJ10765.1"
"KXJ10775.1","KXJ10775.1"
"KXJ10771.1","KXJ10771.1"
"KXJ10762.1","KXJ10762.1"
"KXJ10764.1","KXJ10764.1"
"KXJ10772.1","KXJ10772.1"
"KXJ10773.1","KXJ10773.1"
"KXJ10769.1","KXJ10769.1"
"KXJ10761.1","KXJ10761.1"
"KXJ10763.1","KXJ10763.1"
"KXJ10770.1","KXJ10770.1"
"KXJ10774.1","KXJ10774.1"
"KXJ10767.1","KXJ10767.1"
"KXJ10776.1","KXJ10776.1"
"KXJ10766.1","KXJ10766.1"
"KXJ10768.1","KXJ10768.1"
"KXJ10759.1","KXJ10759.1"
"KXJ10760.1","KXJ10760.1"
"KXJ10748.1","KXJ10748.1"
"KXJ10739.1","KXJ10739.1"
"KXJ10756.1","KXJ10756.1"
"KXJ10741.1","KXJ10741.1"
"KXJ10744.1","KXJ10744.1"
"KXJ10742.1","KXJ10742.1"
"KXJ10745.1","KXJ10745.1"
"KXJ10754.1","KXJ10754.1"
"KXJ10752.1","KXJ10752.1"
"KXJ10757.1","KXJ10757.1"
"KXJ10755.1","KXJ10755.1"
"KXJ10740.1","KXJ10740.1"
"KXJ10746.1","KXJ10746.1"
"KXJ10753.1","KXJ10753.1"
"KXJ10751.1","KXJ10751.1"
"KXJ10749.1","KXJ10749.1"
"KXJ10743.1","KXJ10743.1"
"KXJ10747.1","KXJ10747.1"
"KXJ10750.1","KXJ10750.1"
"KXJ10758.1","KXJ10758.1"
"KXJ10726.1","KXJ10726.1"
"KXJ10725.1","KXJ10725.1"
"KXJ10736.1","KXJ10736.1"
"KXJ10738.1","KXJ10738.1"
"KXJ10722.1","KXJ10722.1"
"KXJ10728.1","KXJ10728.1"
"KXJ10734.1","KXJ10734.1"
"KXJ10732.1","KXJ10732.1"
"KXJ10737.1","KXJ10737.1"
"KXJ10731.1","KXJ10731.1"
"KXJ10723.1","KXJ10723.1"
"KXJ10724.1","KXJ10724.1"
"KXJ10730.1","KXJ10730.1"
"KXJ10727.1","KXJ10727.1"
"KXJ10735.1","KXJ10735.1"
"KXJ10729.1","KXJ10729.1"
"KXJ10733.1","KXJ10733.1"
"KXJ10700.1","KXJ10700.1"
"KXJ10695.1","KXJ10695.1"
"KXJ10702.1","KXJ10702.1"
"KXJ10709.1","KXJ10709.1"
"KXJ10714.1","KXJ10714.1"
"KXJ10715.1","KXJ10715.1"
"KXJ10705.1","KXJ10705.1"
"KXJ10708.1","KXJ10708.1"
"KXJ10696.1","KXJ10696.1"
"KXJ10697.1","KXJ10697.1"
"KXJ10710.1","KXJ10710.1"
"KXJ10703.1","KXJ10703.1"
"KXJ10699.1","KXJ10699.1"
"KXJ10694.1","KXJ10694.1"
"KXJ10712.1","KXJ10712.1"
"KXJ10720.1","KXJ10720.1"
"KXJ10711.1","KXJ10711.1"
"KXJ10706.1","KXJ10706.1"
"KXJ10719.1","KXJ10719.1"
"KXJ10716.1","KXJ10716.1"
"KXJ10691.1","KXJ10691.1"
"KXJ10698.1","KXJ10698.1"
"KXJ10693.1","KXJ10693.1"
"KXJ10704.1","KXJ10704.1"
"KXJ10707.1","KXJ10707.1"
"KXJ10701.1","KXJ10701.1"
"KXJ10692.1","KXJ10692.1"
"KXJ10717.1","KXJ10717.1"
"KXJ10713.1","KXJ10713.1"
"KXJ10721.1","KXJ10721.1"
"KXJ10718.1","KXJ10718.1"
"KXJ10690.1","KXJ10690.1"
"KXJ10684.1","KXJ10684.1"
"KXJ10687.1","KXJ10687.1"
"KXJ10677.1","KXJ10677.1"
"KXJ10678.1","KXJ10678.1"
"KXJ10679.1","KXJ10679.1"
"KXJ10686.1","KXJ10686.1"
"KXJ10672.1","KXJ10672.1"
"KXJ10683.1","KXJ10683.1"
"KXJ10674.1","KXJ10674.1"
"KXJ10675.1","KXJ10675.1"
"KXJ10685.1","KXJ10685.1"
"KXJ10682.1","KXJ10682.1"
"KXJ10673.1","KXJ10673.1"
"KXJ10681.1","KXJ10681.1"
"KXJ10671.1","KXJ10671.1"
"KXJ10689.1","KXJ10689.1"
"KXJ10680.1","KXJ10680.1"
"KXJ10688.1","KXJ10688.1"
"KXJ10676.1","KXJ10676.1"
"KXJ10664.1","KXJ10664.1"
"KXJ10665.1","KXJ10665.1"
"KXJ10667.1","KXJ10667.1"
"KXJ10670.1","KXJ10670.1"
"KXJ10654.1","KXJ10654.1"
"KXJ10669.1","KXJ10669.1"
"KXJ10656.1","KXJ10656.1"
"KXJ10666.1","KXJ10666.1"
"KXJ10657.1","KXJ10657.1"
"KXJ10663.1","KXJ10663.1"
"KXJ10662.1","KXJ10662.1"
"KXJ10655.1","KXJ10655.1"
"KXJ10659.1","KXJ10659.1"
"KXJ10653.1","KXJ10653.1"
"KXJ10661.1","KXJ10661.1"
"KXJ10668.1","KXJ10668.1"
"KXJ10660.1","KXJ10660.1"
"KXJ10658.1","KXJ10658.1"
"KXJ10637.1","KXJ10637.1"
"KXJ10641.1","KXJ10641.1"
"KXJ10642.1","KXJ10642.1"
"KXJ10644.1","KXJ10644.1"
"KXJ10640.1","KXJ10640.1"
"KXJ10636.1","KXJ10636.1"
"KXJ10650.1","KXJ10650.1"
"KXJ10652.1","KXJ10652.1"
"KXJ10649.1","KXJ10649.1"
"KXJ10645.1","KXJ10645.1"
"KXJ10647.1","KXJ10647.1"
"KXJ10646.1","KXJ10646.1"
"KXJ10635.1","KXJ10635.1"
"KXJ10634.1","KXJ10634.1"
"KXJ10639.1","KXJ10639.1"
"KXJ10638.1","KXJ10638.1"
"KXJ10643.1","KXJ10643.1"
"KXJ10651.1","KXJ10651.1"
"KXJ10633.1","KXJ10633.1"
"KXJ10648.1","KXJ10648.1"
"KXJ10628.1","KXJ10628.1"
"KXJ10613.1","KXJ10613.1"
"KXJ10617.1","KXJ10617.1"
"KXJ10632.1","KXJ10632.1"
"KXJ10618.1","KXJ10618.1"
"KXJ10626.1","KXJ10626.1"
"KXJ10630.1","KXJ10630.1"
"KXJ10620.1","KXJ10620.1"
"KXJ10615.1","KXJ10615.1"
"KXJ10624.1","KXJ10624.1"
"KXJ10614.1","KXJ10614.1"
"KXJ10621.1","KXJ10621.1"
"KXJ10622.1","KXJ10622.1"
"KXJ10631.1","KXJ10631.1"
"KXJ10625.1","KXJ10625.1"
"KXJ10619.1","KXJ10619.1"
"KXJ10627.1","KXJ10627.1"
"KXJ10629.1","KXJ10629.1"
"KXJ10623.1","KXJ10623.1"
"KXJ10616.1","KXJ10616.1"
"KXJ10611.1","KXJ10611.1"
"KXJ10598.1","KXJ10598.1"
"KXJ10603.1","KXJ10603.1"
"KXJ10606.1","KXJ10606.1"
"KXJ10599.1","KXJ10599.1"
"KXJ10597.1","KXJ10597.1"
"KXJ10604.1","KXJ10604.1"
"KXJ10592.1","KXJ10592.1"
"KXJ10600.1","KXJ10600.1"
"KXJ10601.1","KXJ10601.1"
"KXJ10607.1","KXJ10607.1"
"KXJ10605.1","KXJ10605.1"
"KXJ10608.1","KXJ10608.1"
"KXJ10594.1","KXJ10594.1"
"KXJ10602.1","KXJ10602.1"
"KXJ10595.1","KXJ10595.1"
"KXJ10593.1","KXJ10593.1"
"KXJ10612.1","KXJ10612.1"
"KXJ10596.1","KXJ10596.1"
"KXJ10609.1","KXJ10609.1"
"KXJ10610.1","KXJ10610.1"
"KXJ10579.1","KXJ10579.1"
"KXJ10584.1","KXJ10584.1"
"KXJ10589.1","KXJ10589.1"
"KXJ10583.1","KXJ10583.1"
"KXJ10586.1","KXJ10586.1"
"KXJ10570.1","KXJ10570.1"
"KXJ10578.1","KXJ10578.1"
"KXJ10567.1","KXJ10567.1"
"KXJ10568.1","KXJ10568.1"
"KXJ10585.1","KXJ10585.1"
"KXJ10569.1","KXJ10569.1"
"KXJ10575.1","KXJ10575.1"
"KXJ10591.1","KXJ10591.1"
"KXJ10566.1","KXJ10566.1"
"KXJ10577.1","KXJ10577.1"
"KXJ10582.1","KXJ10582.1"
"KXJ10572.1","KXJ10572.1"
"KXJ10588.1","KXJ10588.1"
"KXJ10581.1","KXJ10581.1"
"KXJ10573.1","KXJ10573.1"
"KXJ10587.1","KXJ10587.1"
"KXJ10571.1","KXJ10571.1"
"KXJ10574.1","KXJ10574.1"
"KXJ10580.1","KXJ10580.1"
"KXJ10590.1","KXJ10590.1"
"KXJ10576.1","KXJ10576.1"
"KXJ10546.1","KXJ10546.1"
"KXJ10559.1","KXJ10559.1"
"KXJ10548.1","KXJ10548.1"
"KXJ10558.1","KXJ10558.1"
"KXJ10549.1","KXJ10549.1"
"KXJ10564.1","KXJ10564.1"
"KXJ10556.1","KXJ10556.1"
"KXJ10560.1","KXJ10560.1"
"KXJ10554.1","KXJ10554.1"
"KXJ10547.1","KXJ10547.1"
"KXJ10550.1","KXJ10550.1"
"KXJ10562.1","KXJ10562.1"
"KXJ10545.1","KXJ10545.1"
"KXJ10551.1","KXJ10551.1"
"KXJ10561.1","KXJ10561.1"
"KXJ10557.1","KXJ10557.1"
"KXJ10553.1","KXJ10553.1"
"KXJ10563.1","KXJ10563.1"
"KXJ10565.1","KXJ10565.1"
"KXJ10552.1","KXJ10552.1"
"KXJ10555.1","KXJ10555.1"
"KXJ10534.1","KXJ10534.1"
"KXJ10536.1","KXJ10536.1"
"KXJ10539.1","KXJ10539.1"
"KXJ10532.1","KXJ10532.1"
"KXJ10538.1","KXJ10538.1"
"KXJ10544.1","KXJ10544.1"
"KXJ10543.1","KXJ10543.1"
"KXJ10541.1","KXJ10541.1"
"KXJ10533.1","KXJ10533.1"
"KXJ10542.1","KXJ10542.1"
"KXJ10531.1","KXJ10531.1"
"KXJ10540.1","KXJ10540.1"
"KXJ10535.1","KXJ10535.1"
"KXJ10530.1","KXJ10530.1"
"KXJ10529.1","KXJ10529.1"
"KXJ10537.1","KXJ10537.1"
"KXJ10523.1","KXJ10523.1"
"KXJ10528.1","KXJ10528.1"
"KXJ10519.1","KXJ10519.1"
"KXJ10525.1","KXJ10525.1"
"KXJ10526.1","KXJ10526.1"
"KXJ10522.1","KXJ10522.1"
"KXJ10527.1","KXJ10527.1"
"KXJ10520.1","KXJ10520.1"
"KXJ10518.1","KXJ10518.1"
"KXJ10517.1","KXJ10517.1"
"KXJ10516.1","KXJ10516.1"
"KXJ10521.1","KXJ10521.1"
"KXJ10515.1","KXJ10515.1"
"KXJ10524.1","KXJ10524.1"
"KXJ10502.1","KXJ10502.1"
"KXJ10507.1","KXJ10507.1"
"KXJ10499.1","KXJ10499.1"
"KXJ10506.1","KXJ10506.1"
"KXJ10510.1","KXJ10510.1"
"KXJ10498.1","KXJ10498.1"
"KXJ10512.1","KXJ10512.1"
"KXJ10497.1","KXJ10497.1"
"KXJ10508.1","KXJ10508.1"
"KXJ10500.1","KXJ10500.1"
"KXJ10501.1","KXJ10501.1"
"KXJ10505.1","KXJ10505.1"
"KXJ10503.1","KXJ10503.1"
"KXJ10514.1","KXJ10514.1"
"KXJ10513.1","KXJ10513.1"
"KXJ10509.1","KXJ10509.1"
"KXJ10511.1","KXJ10511.1"
"KXJ10504.1","KXJ10504.1"
"KXJ10488.1","KXJ10488.1"
"KXJ10485.1","KXJ10485.1"
"KXJ10483.1","KXJ10483.1"
"KXJ10487.1","KXJ10487.1"
"KXJ10481.1","KXJ10481.1"
"KXJ10492.1","KXJ10492.1"
"KXJ10480.1","KXJ10480.1"
"KXJ10496.1","KXJ10496.1"
"KXJ10484.1","KXJ10484.1"
"KXJ10486.1","KXJ10486.1"
"KXJ10491.1","KXJ10491.1"
"KXJ10495.1","KXJ10495.1"
"KXJ10482.1","KXJ10482.1"
"KXJ10478.1","KXJ10478.1"
"KXJ10479.1","KXJ10479.1"
"KXJ10477.1","KXJ10477.1"
"KXJ10490.1","KXJ10490.1"
"KXJ10493.1","KXJ10493.1"
"KXJ10489.1","KXJ10489.1"
"KXJ10494.1","KXJ10494.1"
"KXJ10469.1","KXJ10469.1"
"KXJ10459.1","KXJ10459.1"
"KXJ10463.1","KXJ10463.1"
"KXJ10467.1","KXJ10467.1"
"KXJ10470.1","KXJ10470.1"
"KXJ10474.1","KXJ10474.1"
"KXJ10462.1","KXJ10462.1"
"KXJ10466.1","KXJ10466.1"
"KXJ10472.1","KXJ10472.1"
"KXJ10473.1","KXJ10473.1"
"KXJ10471.1","KXJ10471.1"
"KXJ10460.1","KXJ10460.1"
"KXJ10475.1","KXJ10475.1"
"KXJ10464.1","KXJ10464.1"
"KXJ10461.1","KXJ10461.1"
"KXJ10476.1","KXJ10476.1"
"KXJ10465.1","KXJ10465.1"
"KXJ10468.1","KXJ10468.1"
"KXJ10453.1","KXJ10453.1"
"KXJ10448.1","KXJ10448.1"
"KXJ10450.1","KXJ10450.1"
"KXJ10457.1","KXJ10457.1"
"KXJ10444.1","KXJ10444.1"
"KXJ10446.1","KXJ10446.1"
"KXJ10456.1","KXJ10456.1"
"KXJ10443.1","KXJ10443.1"
"KXJ10449.1","KXJ10449.1"
"KXJ10452.1","KXJ10452.1"
"KXJ10455.1","KXJ10455.1"
"KXJ10454.1","KXJ10454.1"
"KXJ10445.1","KXJ10445.1"
"KXJ10447.1","KXJ10447.1"
"KXJ10458.1","KXJ10458.1"
"KXJ10451.1","KXJ10451.1"
"KXJ10424.1","KXJ10424.1"
"KXJ10432.1","KXJ10432.1"
"KXJ10434.1","KXJ10434.1"
"KXJ10442.1","KXJ10442.1"
"KXJ10423.1","KXJ10423.1"
"KXJ10430.1","KXJ10430.1"
"KXJ10440.1","KXJ10440.1"
"KXJ10427.1","KXJ10427.1"
"KXJ10438.1","KXJ10438.1"
"KXJ10433.1","KXJ10433.1"
"KXJ10441.1","KXJ10441.1"
"KXJ10422.1","KXJ10422.1"
"KXJ10431.1","KXJ10431.1"
"KXJ10420.1","KXJ10420.1"
"KXJ10428.1","KXJ10428.1"
"KXJ10437.1","KXJ10437.1"
"KXJ10426.1","KXJ10426.1"
"KXJ10439.1","KXJ10439.1"
"KXJ10429.1","KXJ10429.1"
"KXJ10425.1","KXJ10425.1"
"KXJ10421.1","KXJ10421.1"
"KXJ10435.1","KXJ10435.1"
"KXJ10436.1","KXJ10436.1"
"KXJ10404.1","KXJ10404.1"
"KXJ10419.1","KXJ10419.1"
"KXJ10406.1","KXJ10406.1"
"KXJ10409.1","KXJ10409.1"
"KXJ10416.1","KXJ10416.1"
"KXJ10415.1","KXJ10415.1"
"KXJ10405.1","KXJ10405.1"
"KXJ10412.1","KXJ10412.1"
"KXJ10414.1","KXJ10414.1"
"KXJ10413.1","KXJ10413.1"
